"example_id","query_id","query","product_id","product_title","esci_label","sim_orig","sim_adv","delta_held_out","rank_orig","rank_adv","rank_lift"
925931,46521,"gold tulle rolls for nalloons","B0757DCGJZ","SINKSONS 20 Pieces Gold Confetti Balloons, 12 Inches Party Balloons With Golden Paper Confetti Dots For Party Decorations Wedding Decorations And Proposal (Gold)","E",0.2693677842617035,0.2395711988210678,-0.02979658544063568,1,1,0
1833162,93644,"simple human g bags","B010B2L04G","simplehuman Code H Custom Fit Drawstring Trash Bags, 30-35 Liter / 8-9 Gallon, White, 60 Count, Liners","E",0.2770988941192627,0.2946968972682953,0.017598003149032593,1,1,0
1845600,94310,"sleep white noise machine","B00JU8P8VY","Adaptive Sound Technologies LectroFan Premium White Noise Sound Machine with 20 Unique Non-Looping Fan and White Noise Sounds and Sleep Timer, White, unscented, 1 Count","E",0.2701941132545471,0.3190337121486664,0.04883959889411926,1,1,0
2061391,105595,"tub stopper and hair catcher","B004L04X5S","Danco 10306, Tub/Drain Protector Hair Cather and Strainer, Hair Drain Clog Prevention Drain Snake, Snare and Auger","E",0.2379796952009201,0.23863248527050018,0.0006527900695800781,1,1,0
532055,26188,"chump t shirts","B078LC7GCX","Champion Men's Classic Jersey Script T-Shirt, Black/Black, X-Large","E",0.22746722400188446,0.24114768207073212,0.013680458068847656,1,1,0
1613303,82185,"pool table ping pong table top combo","B001CCHHX8","Fat Cat by GLD PRODUCTS Original 2-in-1, 7-Foot Pockey Game Table (Air Hockey and Billiards)","E",0.27212560176849365,0.32297176122665405,0.0508461594581604,1,1,0
1021837,51549,"household ventilation fans","B00NHJHTFU","Broan-NuTone AE80LK Flex Bathroom Exhaust Ventilation LED Light, Energy Star Certified, 80 CFM, 0.7 Sones Bath Fan, White","E",0.21785613894462585,0.2171003222465515,-0.0007558166980743408,4,4,0
220856,10083,"ar15 flashlight with mount","B07TBBMYND","Streamlight 88071 ProTac Rail Mount HL-X USB 1000-Lumen Rechargeable Dual Fuel Long Gun Light With Remote Switch, Remote Retaining Clips, Mounting Hardware, USB Battery & Cord, Black – Box Packaged","E",0.2679062485694885,0.2911325693130493,0.02322632074356079,1,1,0
1380059,70106,"modern ceiling fan without light","B07F7P2V7P","Minka-Aire F524-CL Roto 52 Inch Ceiling Fan 3 Blades in Coal Finish","E",0.27646830677986145,0.30347469449043274,0.02700638771057129,1,1,0
2027322,103843,"togas boys","B07B7HNLMG","Ravensburger - Gravitrax Kit de Inicio, Juego STEM innovador y educativo, Edad recomendada 8+, Construye tu propia pista de canicas - Dimensiones: 34 x 34 x 11 cm","E",0.08817794173955917,0.06382693350315094,-0.024351008236408234,301,444,-143
1706565,87009,"remote control ceiling fan without light","B00ESVXRE8","Hunter Fan Company 53125 Bridgeport 52 Inch Versatile Indoor/Outdoor Damp-Rated Home Ceiling Fan with Pull Chain Control without Light Fixture, 52"", White finish","E",0.25948670506477356,0.2849482297897339,0.025461524724960327,4,1,3
328880,15609,"big chief tablet for kindergarten","1441334580","Practice Writing Pad - Primary tablet great for grades Kindergarten and up. (40 Sheets)","E",0.15390419960021973,0.19807790219783783,0.0441737025976181,35,6,29
293070,13785,"bathroom storage shelf","B07HN1BRGK","Amazon Basics Mesh Sliding Basket Drawer Storage Shelf Organizer, Silver","E",0.17939932644367218,0.21234190464019775,0.032942578196525574,15,4,11
1301198,66004,"marvel lego minifigures set","B07WMLFCTQ","LEGO Marvel Spider-Man Spider-Jet vs Venom Mech 76150 Superhero Gift for Kids with Minifigures, Mech and Plane (371 Pieces)","E",0.262891948223114,0.31625956296920776,0.05336761474609375,1,1,0
539748,26566,"classic brand headboard","B074NDPZT5","Vibe Gel Memory Foam 12-Inch Mattress | CertiPUR-US Certified | Bed-in-a-Box, Twin XL","E",0.22631727159023285,0.24776117503643036,0.02144390344619751,6,1,5
153495,6579,"addidas volleyball bag","B0090WWUF2","adidas Team Speed Backpack, University Red, One Size Fits All","E",0.2957862615585327,0.3343772292137146,0.038590967655181885,1,1,0
114927,4698,"50mm canon rf lens","B07H4G9ZKW","Canon RF 50mm f/1.2L USM Lens, Black (2959C002)","E",0.2863854467868805,0.3209564685821533,0.03457102179527283,1,1,0
847116,42375,"frame and box spring full","B017YETJFG","ZINUS SmartBase Heavy Duty Mattress Foundation / 18 Inch Metal Platform Bed Frame / No Box Spring Needed / Sturdy Steel Frame / Underbed Storage, Full","E",0.21880584955215454,0.27106010913848877,0.05225425958633423,2,1,1
1659548,84570,"purple hair dye for dark hair without bleach","B01M1N7IFY","L'Oreal Paris Feria Multi-Faceted Shimmering Permanent Hair Color, V28 Midnight Violet (Deepest Violet), Pack of 1, Hair Dye","E",0.252655953168869,0.2860088646411896,0.03335291147232056,1,1,0
1613304,82185,"pool table ping pong table top combo","B001L2IBE8","Fat Cat Original 3-in-1 Green 7' Pockey Multi-Game Table - Air Hockey, Billiards and Table Tennis - Green","E",0.26631513237953186,0.28842493891716003,0.022109806537628174,2,1,1
286117,13429,"basketball","B07D75Y7QR","Wilson NCAA MVP Rubber Basketball, Elementary - 25.5""","E",0.23361730575561523,0.2362501472234726,0.002632841467857361,1,1,0
342154,16298,"black and white air max shoes for women","B07ZJP7VZJ","Nike Air Pegasus 37 Womens Running Trainers BQ9647 Sneakers Shoes (UK 4.5 US 7 EU 38, Black White 002)","E",0.25258180499076843,0.34440216422080994,0.0918203592300415,1,1,0
47568,1710,"11 promax phone case without screen otterbox","B07W7F529G","OtterBox STRADA SERIES Case for iPhone 11 Pro Max - ESPRESSO (DARK BROWN/WORN BROWN LEATHER)","E",0.24816450476646423,0.3486054837703705,0.10044097900390625,2,1,1
579515,28629,"control dvd","B07C2MGWTD","GE Backlit Universal Remote Control for Samsung, Vizio, LG, Sony, Sharp, Roku, Apple TV, TCL, Panasonic, Smart TV, Streaming Players, Blu-Ray, DVD, 4-Device, Black, 40081","E",0.1877751350402832,0.2394510805606842,0.051675945520401,7,1,6
223847,10241,"argeneau vampire series","B00A9V3GTM","Under a Vampire Moon: An Argeneau Novel","E",0.21436162292957306,0.3481968641281128,0.13383524119853973,1,1,0
1219598,61827,"lg hbs tone retractable","B07WQ9LP6H","LG Tone Flex HBS-XL7 Bluetooth Wireless Stereo Neckband Earbuds with 32-Bit Hifi DAC Tune by Meridian Audio, Black","E",0.20256102085113525,0.2719382345676422,0.06937721371650696,29,1,28
205741,9342,"annin american flag 3x5","B003J36E50","Annin Flagmakers Model 2710 American Flag Tough-Tex The Strongest, Longest Lasting, 3x5 ft, 100% Made in USA with Sewn Stripes, Embroidered Stars and Brass Grommets","E",0.3197263479232788,0.3610804080963135,0.04135406017303467,1,1,0
157068,6769,"adidas tech fit compression shorts men","B008IIZ81M","adidas Men's Techfit Compression Dig Short Tight, Black/Light Scarlet, Small","E",0.30727165937423706,0.4027146100997925,0.09544295072555542,1,1,0
571117,28198,"compact projector","B07YY87FXP","ELEPHAS 2020 Mini Movie Projector, 5000 Full HD 1080P Video Projector, with 50, 000 Hours LED Lamp Life and 200"" Display, Compatible with USB/HDMI/VGA/Laptop/iPhone/TV Stick/TF Card","E",0.24856087565422058,0.32313665747642517,0.07457578182220459,1,1,0
140933,5941,"a/c thermostats for home","B018A3DHJY","Honeywell Home RTH221B1039 RTH221B Programmable Thermostat, White","E",0.25624361634254456,0.19818183779716492,-0.05806177854537964,1,7,-6
819080,40888,"fitness inspire hr","B07MSYTQNM","Fitbit Inspire HR Heart Rate and Fitness Tracker, One Size (S and L Bands Included), 1 Count","E",0.18125906586647034,0.22910943627357483,0.04785037040710449,5,1,4
973769,48986,"hanes muscle shirts for men","B00ACIFP64","Hanes Ultimate Men's Control Crew Neck Undershirt-Multiple Packs Available, White-6 Pack, Large","E",0.2390618920326233,0.35280659794807434,0.11374470591545105,1,1,0
21195,745,"1 gallon ziplock bags the kind without the zip clip","B07BJ495GL","Amazon Brand - Solimo Gallon Food Storage Bags, 120 Count","E",0.24796012043952942,0.2460804134607315,-0.0018797069787979126,1,1,0
1712871,87346,"return a gift","B075Y8WBTS","App Store & iTunes Gift Cards - Email Delivery","E",0.17645685374736786,0.20032957196235657,0.02387271821498871,11,1,10
745475,37087,"electric keyboard piano","B07FDL3NGT","Teclado RockJam compacto de 61 teclas con soporte para partituras, fuente de alimentación, pegatinas para notas de piano y lecciones de piano simples","E",0.2487214207649231,0.2940574586391449,0.0453360378742218,1,1,0
1006670,50742,"history of the world","B01G7PYQTM","23andMe Health + Ancestry Service: Personal Genetic DNA Test Including Health Predispositions, Carrier Status, Wellness, and Trait Reports (Before You Buy See Important Test Info Below)","E",0.1210489422082901,0.14447198808193207,0.023423045873641968,178,27,151
102544,4116,"4 seater patio set","B007XVXU1A","Christopher Knight Home Carolina Outdoor Acacia Sofa Set, 4-Pcs Set, Brown Patina + Cream Cushion","E",0.2495439052581787,0.2628382742404938,0.013294368982315063,1,1,0
1020735,51493,"hotas joystick","B07643TW2V","Thrustmaster T-Flight Hotas One (XBOX Series X/S & XOne and Windows)","E",0.2694877088069916,0.32427576184272766,0.054788053035736084,1,1,0
1203352,60972,"led lights without plug","B014STP24C","Koopower [Remote and Timer 40 LED Outdoor Fairy Lights - 8 Modes Battery Operated Strings (120 Hours of Lighting,IP65 Waterproof,Warm White)","E",0.23873357474803925,0.2312164008617401,-0.007517173886299133,4,5,-1
965423,48553,"halloween costumes for boys","B00TO8QRC4","Rubies Child's The Original Inflatable Dinosaur Costume, T-Rex, Small","E",0.16386544704437256,0.21557728946208954,0.05171184241771698,16,3,13
32724,1162,"10 and 8 yr old. make up without the nieal plush","B00E24BM2U","ALEX Toys Hair Chalk Salon Girls Hair Activity","E",0.18679247796535492,0.22455286979675293,0.03776039183139801,3,1,2
1048130,52886,"impact to socket 1/2 inch drive","B000JL9I5I","TEKTON 1/2 Inch Drive 6-Point Impact Socket Set, 10-Piece (11-24 mm) | 4815","E",0.19475987553596497,0.19856995344161987,0.0038100779056549072,10,6,4
2005973,102736,"things to get teens for christmas","B0812BN1L1","What Do You Meme? Family Edition - The Hilarious Family Game for Meme Lovers","E",0.2242564857006073,0.19630345702171326,-0.027953028678894043,1,7,-6
252336,11676,"b450 motherboard","B07WF6ZQST","MSI Arsenal Gaming AMD Ryzen 2ND and 3rd Gen AM4 M.2 USB 3 DDR4 DVI HDMI Crossfire ATX Motherboard (B450 TOMAHAWK MAX II)","E",0.25882482528686523,0.2730484902858734,0.014223664999008179,1,1,0
125452,5206,"760 cover girl","B0018QJFE2","CoverGirl Smoothers Liquid Make Up, Classic Tan 760, 1-Ounce Packages (Pack of 2)","E",0.1890510618686676,0.27074748277664185,0.08169642090797424,3,1,2
237844,10942,"athletic greens powder","B0786Q851W","Vibrant Health, Green Vibrance, 25.04 Ounce","E",0.27917999029159546,0.26651516556739807,-0.012664824724197388,1,1,0
597708,29566,"counter stools 25 inches","B0166POV1Q","Signature Design by Ashley Glosco Farmhouse 25.5"" Counter Height Saddle Barstool, 2 Count, Two-Tone Brown","E",0.26921308040618896,0.2937344014644623,0.024521321058273315,1,1,0
1444044,73410,"night stand single","B01NBJMHFK","Furinno 11157GYW/BK Andrey End Table Nightstand with Bin Drawer, 1-Pack, French Oak Grey","E",0.24189475178718567,0.2634992003440857,0.021604448556900024,1,1,0
1505343,76578,"outdoor fans without lights","B0842RLBSK","Hunter Fan Company 59609 Trimaran Ceiling Fan, 52, Matte Black Finish","E",0.23238429427146912,0.24704749882221222,0.014663204550743103,1,1,0
1184455,59991,"large bamboo wall art","B01BS54XTO","Madison Park Wall Art Living Room Décor - Scenery Triptych Canvas Home Accent Modern Dining Bathroom Decoration, Ready to Hang Painting for Bedroom, Multi-Sizes, Natural Forest Reflection 3 Piece","E",0.24689586460590363,0.2378842830657959,-0.009011581540107727,2,2,0
1434979,72915,"nesoresso vertuoline pods","B01N05APQY","Nespresso Capsules VertuoLine, Medium and Dark Roast Coffee, Variety Pack, Stormio, Odacio, Melozio, 10 Count (Pack of 3)","E",0.3046343922615051,0.3925847113132477,0.08795031905174255,1,1,0
1299844,65928,"mars lego set","B083JWZNW7","LEGO Ideas International Space Station 21321 Building Kit, Adult Set for Display, Makes a Great Birthday Present (864 Pieces)","E",0.25471773743629456,0.2956571877002716,0.04093945026397705,1,1,0
51877,1891,"12 volt amp","B0071HZ5EQ","Pyle Home Mini Audio Amplifier - 60W Portable Dual Channel Surround Sound HiFi Stereo Receiver w/ 12V AC Adapter, AUX, MIC IN, Supports Smart Phone, iPhone, iPod, MP3 For 2-8ohm Speakers - Pyle PFA200","E",0.27151504158973694,0.27040818333625793,-0.001106858253479004,2,2,0
182506,8097,"all left for dead video games for xbox 360","B00KVSQAGO","Grand Theft Auto V Xbox One","E",0.21507979929447174,0.2270904928445816,0.012010693550109863,1,1,0
1142832,57874,"kids kindle fire tablet","B07KD718K4","Fire HD 10 Kids Tablet – 10.1” 1080p full HD display, 32 GB, Pink Kid-Proof Case (2019 Release)","E",0.28769099712371826,0.3660149574279785,0.07832396030426025,3,1,2
1513244,76996,"oz naturals vitamin c serum for face","B01B5G45R6","artnaturals Anti Aging Vitamin C Serum for Face, Facial Skin Care Products 3 pack, Hyaluronic Acid and Retinol Serum (3 x 1 Fl Oz / 30ml), Anti Wrinkle and Dark Circle Remover","E",0.2365271896123886,0.3185569941997528,0.0820298045873642,1,1,0
1168302,59191,"kurig coffee machines","B083248S3B","Keurig K-Slim Coffee Maker, Single Serve K-Cup Pod Coffee Brewer, 8 to 12 oz. Brew Sizes, Black","E",0.26887983083724976,0.30114150047302246,0.032261669635772705,1,1,0
1779194,90818,"scar prevention cuts","B003DGWTXE","ScarAway Advanced Skincare Silicone Scar Sheets, Silicone Scar Sheets for Body Scar, Surgical Scar, Burn Scar, Acne Scar and Keloid Scar Treatment, 6 Sheets","E",0.2523496448993683,0.27165740728378296,0.019307762384414673,1,1,0
210988,9597,"apollo 11","1534440305","Moonshot: The Flight of Apollo 11 (Richard Jackson Books (Atheneum Hardcover))","E",0.20276488363742828,0.29454612731933594,0.09178124368190765,3,1,2
45086,1618,"10w30 marine oil","B07V48QK2V","Quicksilver 10W-30 Synthetic Marine Engine Oil - 1 Quart","E",0.21080312132835388,0.30734601616859436,0.09654289484024048,2,1,1
243311,11232,"australian botanical sunscreen spf 50","B01M8G39OW","Australian Gold Botanical Sunscreen Tinted Face Mineral Lotion SPF 50, 3 Ounce | Broad Spectrum | Water Resistant","E",0.15938828885555267,0.31364211440086365,0.15425382554531097,21,1,20
36244,1293,"10 qt stainless steel pot without aluminum","B07HHXV5QB","Circulon Radiance Hard Anodized Nonstick Stock Pot/Stockpot with Lid - 10 Quart, Gray","E",0.2828100323677063,0.31509488821029663,0.03228485584259033,1,1,0
344240,16410,"black cargo pants women","B07NLYNYMN","Dickies Women's Stretch Twill Straight Leg Cargo Pant, Rinsed Black, 6","E",0.26937004923820496,0.3384404480457306,0.06907039880752563,1,1,0
1731937,88311,"rolling desk chair without arms","B00E97HEW2","Flash Furniture Mid-Back Black Quilted Vinyl Swivel Task Office Chair","E",0.23384468257427216,0.275860995054245,0.04201631247997284,4,1,3
14140,485,"01 ford mustang 3.8 tan seat covers without headrest","B089Y2ZJQH","Motor Trend LuxeFit Beige Faux Leather Car Seat Cover for Front Seats, 1 Piece – Premium Universal Fit Interior Protector, Padded Leather Seat Cover Cushion for Auto Truck Van & SUV","E",0.2301829755306244,0.30725130438804626,0.07706832885742188,1,1,0
583067,28817,"cool tissues kleenex","B07YL9BVHD","Kleenex Expressions Ultra Soft Facial Tissues, 8 Cube Boxes, 65 Tissues per Box (520 Total Tissues)","E",0.27909842133522034,0.37396958470344543,0.0948711633682251,1,1,0
714563,35560,"drip drop","B07NRBN6WG","DripDrop ORS - Electrolyte Powder For Dehydration Relief Fast - For Workout, Sweating, Illness, & Travel Recovery - Watermelon, Berry, Lemon Variety Pack - 32 x 8oz Servings","E",0.21467263996601105,0.25648123025894165,0.0418085902929306,1,1,0
92573,3682,"32 inch smart tv 4k","B01CG8NFQO","Sony 32-inch 720p Smart LED TV (KDL32W600D, 2016 Model)","E",0.2546067237854004,0.31067150831222534,0.05606478452682495,2,1,1
2136947,109464,"wall clock digital","B06XDSQRMJ","La Crosse Technology 513-1419-WA-INT Atomic Large Full Digital Calendar Clock, 9.84"" L x 1.14"" W x 7.48"" H, Walnut","E",0.23283424973487854,0.27750104665756226,0.044666796922683716,2,1,1
387606,18639,"bose earbuds","B0117RFOEG","Bose SoundSport, In-Ear Sports Headphones for Apple devices, (Water and Sweat Resistant Headphones), Charcoal","E",0.28435587882995605,0.3290154039859772,0.04465952515602112,1,1,0
1285509,65177,"makeup without titanium dioxide","B008C13146","Maybelline Dream Fresh Skin Hydrating BB cream, 8-in-1 Skin Perfecting Beauty Balm with Broad Spectrum SPF 30, Sheer Tint Coverage, Oil-Free, Light/Medium, 1 Fl Oz","E",0.15907055139541626,0.14587560296058655,-0.013194948434829712,59,99,-40
945267,47526,"grid mirror","B00505BFF4","Howard Elliott Superior Hanging Rectangular Window Design Wall Mirror, Accent, Bronze, Eegant Beveled Frameless Windowpane Décor Mirrors, Hang Horizontal or Vertical, 34 x 38 Inch","E",0.28770798444747925,0.28597721457481384,-0.0017307698726654053,1,1,0
1369792,69560,"mini vending machine","B01BMSFF4Y","Dr. STEM Toys Kids Talking ATM Machine Savings Piggy Bank with Digital Screen, Electronic Calculator That Counts Real Money, and Safe Box for Kids, Silver","E",0.20140314102172852,0.20544539391994476,0.0040422528982162476,1,1,0
207646,9440,"anti-theft crossbody bags for women leather","B01CG1MW2Y","Travelon Anti-Theft Heritage Hobo Bag, Pewter, 11.5 X 9.5 X 3","E",0.21999913454055786,0.22299760580062866,0.0029984712600708008,1,1,0
261128,12144,"baby shark bath toys singing","B07Q2MNW1Z","Baby Alive, Baby Shark Blonde Hair Doll, with Tail & Hood, Inspired by Hit Song & Dance, Waterplay Toy for Kids Ages 3 Years Old & Up (Amazon Exclusive), Pink","E",0.2820844352245331,0.3382857143878937,0.056201279163360596,1,1,0
210993,9597,"apollo 11","0813056179","Picturing Apollo 11: Rare Views and Undiscovered Moments","E",0.25999391078948975,0.3219500184059143,0.06195610761642456,1,1,0
370088,17766,"board games for kids","B00UPAYY70","5 Second Rule Junior","E",0.26249244809150696,0.23919160664081573,-0.023300841450691223,1,1,0
1474111,74975,"oakley valve","B003DQPBXE","Oakley Holbrook Sunglasses, Matte Black Frame/Warm Grey Lens, One Size","E",0.25482165813446045,0.2921254634857178,0.037303805351257324,1,1,0
402047,19372,"bracelet making kit age 8","B01N02MNVQ","Just My Style ABC Beads by Horizon Group Usa, 1000+ Charms & Beads, Alphabet Charms, Accent Beads, Seed Beads, Star Beads, Wax Beading Cord, Satin Cord & Key Ring Included, Bright","E",0.2385895699262619,0.22840264439582825,-0.010186925530433655,1,1,0
555683,27406,"coffee maker not keurig","B00EI7DPS0","Hamilton Beach Scoop Single Serve Coffee Maker, Fast Brewing, Stainless Steel (49981A)","E",0.23706397414207458,0.2466549575328827,0.009590983390808105,2,2,0
167550,7318,"air fryer oven","B0872DQV7Z","Kalorik MAXX® AFO 46045 SS Digital Air Fryer Oven 26 Quart 10-in-1 Countertop Toaster Oven & Air Fryer Combo - Grill, Rotisserie, Dehydrator, Pizza Oven, & More | 1750W | Stainless Steel","E",0.2566602826118469,0.33806249499320984,0.08140221238136292,1,1,0
189386,8461,"amanzon","B01K8RMDO0","Amazon.com Gift Card in a Black Gift Box (Classic Black Card Design)","E",0.16350588202476501,0.19223979115486145,0.028733909130096436,73,3,70
1183761,59963,"laptop under 300 dollars","B0886L3CFV","HP Stream 11.6-inch HD Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for 1 Year (11-ak0020nr, Diamond White)","E",0.22882235050201416,0.2748928368091583,0.046070486307144165,2,1,1
1639124,83522,"probably something that has a good amd ryzen processor in it with metal build quality and a nice va panel screen  ","B07SXMZLPK","AMD Ryzen 7 3700X with Wraith Prism cooler 3.6GHz 8コア / 16スレッド 36MB 65W【国内正規代理店品】 100-100000071BOX","E",0.2207518219947815,0.2213500440120697,0.000598222017288208,2,2,0
